雄安新区有哪些大学	1	17
0 2317.375 360 395	https://m.sogou.com/web/sl?channel=zhishi&pid=sogou-waps-2c6037040bf5058a&keyword=davidbowie%E5%8D%96%E4%BA%86%E5%A4%9A%E5%B0%91%E5%BC%A0%E4%B8%93%E8%BE%91&g_f=11301026	30000202	7
0 2718.375 360 159	http://m.pinlue.com/icontent/457162726859.html	30000909	8
0 2883.375 360 255	https://m.sohu.com/a/305769975_813825	30010302	9
0 3144.28125 360 222	https://wap.sogou.com/web/searchList.jsp?s_from=kmap_recommend&&rcer=W0jfHZrw&kmap_rank=13&keyword=%E8%87%B4%E5%91%BD%E9%AD%94%E6%9C%AF&innerid=movie_douban_1780330&zlfrank=13&htprequery=david%20bowie%E5%8D%96%E4%BA%86%E5%A4%9A%E5%B0%91%E5%BC%A0%E4%B8%93%E8%BE%91	50023901	10
0 3411.78125 360 185	http://m.douban.com/doulist/43537599	30000000	11
0 3602.78125 360 163	https://k.sina.cn/article_1402280882_p53951bb202700zmxh.html?from=ent&subch=oent&http=fromhttp&vt=4	30000000	12
0 4197.78125 360 185	http://www.chinambn.com/show-2892.html	30000000	13
0 4388.78125 360 185	https://weibo.com/5696799348/KcIfsidZp	30000000	14
0 4579.78125 360 185	https://weibo.com/ttarticle/p/show?id=2309403946797717449427	30000000	15
0 4770.78125 360 207	https://weibo.com/2857870500/DcDHXdXRq?refer_flag=1001030103_	30000909	16
0 4983.78125 360 207	https://weibo.com/1752742753/Kc8ofAsa2	30000909	17
0 5196.78125 360 229	https://m.sohu.com/a/120923113_534373	30010302	18
0 5431.6875 360 185	http://mmmono.com/g/meow/164686/	30000000	19

葵花籽有脂肪吗	1	18
0 102 360 159	https://m.techan.com/produce/hyheb.html	30000000	0
0 267 360 179	http://m.iask.sina.com.cn/b/5cxsDqgPPJ.html?=1&vt=4	30000201	1
0 452 360 205	https://wapask.39.net/sg/question/67064604.html	30010156	2
0 876 360 131	http://wenwen.sogou.com/z/q855036223.htm	30000201	3
0 1013 360 623	https://mingyi.sogou.com/hospital/guide/center?s=vr&from=vr70239006&channel=1637-0-1&query=葵花籽有脂肪吗	70239006	4
0 1642 360 185	http://blog.eastmoney.com/xiaohuasz/blog_905970707.html	30000000	5
0 1833 360 207	https://jf.99.com.cn/reliangbiao/jgdd/649669.htm	30000909	6
0 2046 360 185	https://www.familydoctor.com.cn/yangsheng/a/201710/2337906.html	30000000	7
0 2237 360 185	https://bbs.dabin69.com/thread-80223-1-1.html	30000000	8
0 2468 360 207	https://k.sina.cn/article_2823170691_ma8462a8303300r3si.html?from=news&subch=onews&http=fromhttp&vt=4	30000909	9
0 2681 360 261	http://www.meishijr.com/caipu-60-507-0.html	30010092	10
0 3421.953125 360 253	https://m.youlai.cn/a/audio/ABB35Fzxn0a.html	30010153	11
0 3680.953125 360 209	https://www.zhihu.com/tardis/sogou/qus/51195771	30010173	12
0 3895.953125 360 185	https://m.cdgtw.net/know/2566563.html	30000000	13
0 4086.953125 360 175	http://m.iask.sina.com.cn/b/CBKWa1AC4B.html?=1&vt=4	30000201	14
0 4267.953125 360 205	https://wapask.39.net/sg/question/37592969.html	30010156	15
0 4478.953125 360 185	http://www.boohee.com/shiwu/kuihuazi_sheng	30000909	16
0 4669.953125 360 205	https://m.120ask.com/askg/posts_detail/30317669	30010156	17

浮力与什么有关	1	18
0 102 360 377	https://m.yebaike.com/22/1503159.html	80020033	0
0 998 360 257	https://www.zybang.com/question/4116efede40da3a6154ddad93669424f.html	30010092	1
0 1261 360 496	https://wapv.sogou.com/v?query=%E6%B5%AE%E5%8A%9B%E4%B8%8E%E4%BB%80%E4%B9%88%E6%9C%89%E5%85%B3&p=40230600&tab=video&ie=utf8&rawQuery=%E6%B5%AE%E5%8A%9B%E4%B8%8E%E4%BB%80%E4%B9%88%E6%9C%89%E5%85%B3&vrid=11000404	11000404	2
0 1976.1875 360 181	http://mp.weixin.qq.com/s?src=11&timestamp=1623761836&ver=3132&signature=cVhIsUueFVg3Pxh1Kt3ftoT3fnlD1NEM0V9Yq*q2yHQR2N9*ORD5sYSJCExR-Hz4N7ynMaCetRfqfu7kcJVCKUdjMRPEMYu6YhAN8u2KNifhQWvIc-U8nuEfeoC5Wwqo&new=1	11002601	3
0 2163.1875 360 395	https://m.sogou.com/web/sl?channel=zhishi&pid=sogou-waps-2c6037040bf5058a&keyword=%E6%B5%AE%E5%8A%9B%E4%B8%8E%E4%BB%80%E4%B9%88%E6%9C%89%E5%85%B3&g_f=11301026	30000202	4
0 2564.1875 360 373	https://m.sogou.com/web/searchList.jsp?insite=zhihu.com&pid=sogou-waps-21a38ed2ee0c2c08&query=%E6%B5%AE%E5%8A%9B%E4%B8%8E%E4%BB%80%E4%B9%88%E6%9C%89%E5%85%B3	30010244	5
0 2943.1875 360 159	http://m.edu.iask.sina.com.cn/bdjx/Ct5dEzTiTV.html	30000000	6
0 3321.1875 360 181	https://dayi.jd100.com/question/4229598	30000909	7
0 3508.1875 360 181	https://m.iask.sina.com.cn/sgh/4PWJFtXPMtee.html	30000909	8
0 3735.1875 360 207	https://www.sci100.com/wl/wlzsd/38869.html	30000909	9
0 3948.1875 360 235	http://m.ruiwen.com/s0g0h/zongjie/1246201.html	30010092	10
0 4189.1875 360 153	http://wenwen.sogou.com/z/q146360950.htm	30000201	11
0 4561.1875 360 201	http://wenwen.sogou.com/z/q835322912.htm	30000201	12
0 4768.1875 360 185	https://www.zybang.com/question/3bdb6db7db9dcce1dc38842a3907f5d4.html	30000000	13
0 4959.1875 360 159	https://www.zybang.com/question/84be8b02786eadc26f395d222ce51854.html	30000000	14
0 5124.1875 360 175	https://www.zybang.com/question/4aed0689f38b3f2ab2561a9839c1c1c0.html	30000201	15
0 5305.1875 360 159	https://www.zybang.com/question/c311b0bb7cd54a255d04021ea22d8440.html	30000000	16
0 5731.140625 360 179	https://www.zybang.com/question/98aaabdc4e2a389252329840a9ee3214.html	30000201	17

五月的第二个星期日是什么节日	1	21
0 102 360 1266	https://baike.sogou.com/m/v147988.htm?ch=sogou.jieri.vr	70016501	0
0 1373.828125 360 397	https://weixin.sogou.com/weixinwap?ie=utf8&query=%E4%BA%94%E6%9C%88%E7%9A%84%E7%AC%AC%E4%BA%8C%E4%B8%AA%E6%98%9F%E6%9C%9F%E6%97%A5%E6%98%AF%E4%BB%80%E4%B9%88%E8%8A%82%E6%97%A5&type=2&sourceid=weixinvr	11002501	1
0 1776.828125 360 395	https://m.sogou.com/web/sl?channel=zhishi&pid=sogou-waps-2c6037040bf5058a&keyword=%E4%BA%94%E6%9C%88%E7%9A%84%E7%AC%AC%E4%BA%8C%E4%B8%AA%E6%98%9F%E6%9C%9F%E6%97%A5%E6%98%AF%E4%BB%80%E4%B9%88%E8%8A%82%E6%97%A5&g_f=11301026	30000202	2
0 2390.828125 360 496	https://wapv.sogou.com/v?query=%E4%BA%94%E6%9C%88%E7%9A%84%E7%AC%AC%E4%BA%8C%E4%B8%AA%E6%98%9F%E6%9C%9F%E6%97%A5%E6%98%AF%E4%BB%80%E4%B9%88%E8%8A%82%E6%97%A5&p=40230600&tab=video&ie=utf8&rawQuery=%E4%BA%94%E6%9C%88%E7%9A%84%E7%AC%AC%E4%BA%8C%E4%B8%AA%E6%98%9F%E6%9C%9F%E6%97%A5%E6%98%AF%E4%BB%80%E4%B9%88%E8%8A%82%E6%97%A5&vrid=11000404	11000404	3
0 2893.015625 360 185	https://m.fangjial.com/mqyl/26792.html	30000000	4
0 3084.015625 360 185	https://www.zhihu.com/tardis/sogou/qus/393074892	30010173	5
0 3275.015625 360 185	https://m.sohu.com/a/207783518_100023676/?pvid=000115_3w_a	30000000	6
0 3466.015625 360 248	https://wap.sogou.com/web/searchList.jsp?s_from=kmap_recommend&&rcer=sXAvY9nI&kmap_rank=9&keyword=%E7%8E%84%E6%9C%88&innerid=b4beaea81847a369beac4a9a90fa2788&entityid=67625720&zlfrank=9&htprequery=%E4%BA%94%E6%9C%88%E7%9A%84%E7%AC%AC%E4%BA%8C%E4%B8%AA%E6%98%9F%E6%9C%9F%E6%97%A5%E6%98%AF%E4%BB%80%E4%B9%88%E8%8A%82%E6%97%A5	11003501	7
0 3719.515625 360 185	https://m.fuyuandian.com/article/77335.html	30000000	8
0 3910.515625 360 185	https://www.zybang.com/question/c6e7a3920f998dfe7887b0518c362e0c.html	30000000	9
0 4101.515625 360 185	https://www.zybang.com/question/75fd8936891f84c64e846c4c728e750a.html	30000000	10
0 4332.515625 360 157	https://www.zybang.com/question/2b0200652eddf0a384841130ad05b4b3.html	30000201	11
0 4495.515625 360 185	http://m.sheup.net/m/info_tiku_3.php?id=18575&s=1197647404	30000000	12
0 4686.515625 360 185	https://m.youxi369.com/gonglue/23497.html	30000000	13
0 5090.515625 360 201	http://m.iask.sina.com.cn/b/13934831.html?=1&vt=4	30000201	14
0 5297.515625 360 201	http://m.iask.sina.com.cn/b/iRdngBaBxLLr.html?=1&vt=4	30000201	15
0 5504.515625 360 185	https://www.yulucn.com/question/10911441	30000000	16
0 5695.515625 360 115	https://mzujuan.21cnjy.com/question/preview/11179656	30000000	17
0 5816.515625 360 159	https://m.asklib.com/view/55fff8cd2f1d.html	30000000	18
0 5981.515625 360 163	https://www.yulucn.com/question/284496922	30000000	19
0 6150.515625 360 159	https://wk.baidu.com/view/1cd62206a88271fe910ef12d2af90242a995ab1a	30000000	20

伊去掉人念什么	1	20
0 102 360 199	null	70230954	0
0 307 360 327	https://m.sogou.com/web/sl?channel=zhishi&pid=sogou-waps-2c6037040bf5058a&keyword=%E4%BC%8A%E5%8E%BB%E6%8E%89%E4%BA%BA%E5%BF%B5%E4%BB%80%E4%B9%88	30010125	1
0 640 360 185	https://www.zuoyewang.cc/zuoye/10727531	30000000	2
0 1044 360 159	https://www.zybang1.com/zuoye/10727531	30000000	3
0 1209 360 185	https://mxuexi.zqnf.com/yi10718430.html	30000000	4
0 1400 360 185	https://www.racefr.com/key/%E4%BC%8A%E5%8E%BB%E6%8E%89%E5%81%8F%E6%97%81%E8%AF%BB%E4%BB%80%E4%B9%88.html	30000000	5
0 1591 360 159	https://www.zybang.com/question/6ba4e1e600422a704b7a60be40b02d01.html	30000000	6
0 1756 360 159	https://www.wesiedu.com/zuoye/169481226.html	30000000	7
0 1921 360 185	http://www.wesiedu.com/zuoye/209222516.html	30000000	8
0 2112 360 185	https://www.wesiedu.com/zuoye/202965264.html	30000000	9
0 2343 360 185	http://www.vw-jx.com/yuwen/287336.html	30000000	10
0 2534 360 159	https://m.hahawen.com/124258.html	30000000	11
0 2699 360 159	https://www.zyebang.com/focus/1839352	30000909	12
0 3077 360 185	https://www.zyebang.com/zuoye/15136744	30000000	13
0 3268 360 185	https://www.zybang1.com/zuoye/7591457	30000000	14
0 3459 360 185	https://mxuexi.zqnf.com/yiziqu201962185437.html	30000000	15
0 3650 360 159	https://mxuexi.zqnf.com/5539399.html	30000000	16
0 3815 360 159	https://mxuexi.zqnf.com/232313.html	30000000	17
0 3980 360 185	https://www.zybang.com/question/4240be55eb17287278bbb4301bf98357.html	30000000	18
0 4171 360 137	https://www.wesiedu.com/zuoye/202965692.html	30000000	19

excel怎么换行在同一单元格内	1	22
0 102 360 528	https://static.shezhan88.com/d/file/p/2020/05-04/4f17e1c4059e404d9d583f0ee7aabdba.jpg	80020021	0
0 635.515625 360 397	https://weixin.sogou.com/weixinwap?ie=utf8&query=excel%E6%80%8E%E4%B9%88%E6%8D%A2%E8%A1%8C%E5%9C%A8%E5%90%8C%E4%B8%80%E5%8D%95%E5%85%83%E6%A0%BC%E5%86%85&type=2&sourceid=weixinvr	11002501	1
0 1038.515625 360 397	https://m.sogou.com/web/searchList.jsp?keyword=excel%E6%80%8E%E4%B9%88%E6%8D%A2%E8%A1%8C%E5%9C%A8%E5%90%8C%E4%B8%80%E5%8D%95%E5%85%83%E6%A0%BC%E5%86%85&insite=zhinan.sogou.com	30010187	2
0 1441.515625 360 209	https://www.zhihu.com/tardis/sogou/art/32841464	30010208	3
0 1869.515625 360 298	https://wapv.sogou.com/v?query=excel%E6%80%8E%E4%B9%88%E6%8D%A2%E8%A1%8C%E5%9C%A8%E5%90%8C%E4%B8%80%E5%8D%95%E5%85%83%E6%A0%BC%E5%86%85&p=40230600&tab=video&ie=utf8&rawQuery=excel%E6%80%8E%E4%B9%88%E6%8D%A2%E8%A1%8C%E5%9C%A8%E5%90%8C%E4%B8%80%E5%8D%95%E5%85%83%E6%A0%BC%E5%86%85&vrid=11000404	11000404	4
0 2173.5 360 281	https://jingyan.baidu.com/article/c33e3f483445e2ea15cbb536.html	30000907	5
0 2461.265625 360 248	https://wap.sogou.com/web/searchList.jsp?s_from=kmap_recommend&&rcer=BdeCJMQP&kmap_rank=7&keyword=%E9%92%89%E9%92%89&innerid=software_70507&zlfrank=7&htprequery=excel%E6%80%8E%E4%B9%88%E6%8D%A2%E8%A1%8C%E5%9C%A8%E5%90%8C%E4%B8%80%E5%8D%95%E5%85%83%E6%A0%BC%E5%86%85	11003501	6
0 2714.9375 360 282	https://jingyan.baidu.com/article/dca1fa6fe9cadbb1a5405231.html	30000907	7
0 3002.953125 360 201	http://wenwen.sogou.com/z/q963231161.htm	30000201	8
0 3209.953125 360 185	https://support.microsoft.com/zh-cn/help/2473659	30000000	9
0 3400.953125 360 235	https://m.shezhan88.com/video/1017005.html	30010092	10
0 3641.953125 360 207	https://www.3d66.com/answers/question_220114.html	30000909	11
0 3894.953125 360 235	https://www.shezhan88.com/video/1017005.html	30010092	12
0 4135.953125 360 201	http://wenwen.sogou.com/z/q657106722.htm	30000201	13
0 4342.953125 360 185	http://m.xitongcheng.com/jiaocheng/dnrj_article_68741.html	30000909	14
0 4746.953125 360 294	https://jingyan.baidu.com/article/495ba84117de4538b30eded0.html	30010098	15
0 5046.953125 360 294	https://jingyan.baidu.com/article/9c69d48f682a4852c9024eff.html	30010098	16
0 5346.953125 360 282	https://jingyan.baidu.com/article/9158e00090c30ae255122838.html	30000907	17
0 5634.96875 360 257	https://jingyan.baidu.com/article/a3aad71a1c97b0b1fa009665.html	30000907	18
0 5897.453125 360 185	https://jingyan.baidu.com/article/a24b33cd019cc619fe002b92.html	30000000	19
0 6088.453125 360 185	http://zhinan.sogou.com/guide/detail/?id=316513819066	30000000	20
0 6279.453125 360 207	http://zhinan.sogou.com/guide/detail/?id=316513562306	30010096	21

有哪些开胃菜的英文表达	1	20
0 102 360 447	https://m.sogou.com/web/sl?channel=zhishi&pid=sogou-waps-2c6037040bf5058a&keyword=%E6%9C%89%E5%93%AA%E4%BA%9B%E5%BC%80%E8%83%83%E8%8F%9C%E7%9A%84%E8%8B%B1%E6%96%87%E8%A1%A8%E8%BE%BE	30010125	0
0 555 360 135	https://fanyi.sogou.com/?keyword=有哪些开胃菜&fr=wapsearch_submit&from=zh-CHS&to=en	20003301	1
0 804 360 143	https://www.zybang.com/question/30804fae8f3fd4b82402cffaeea03936.html	30000000	2
0 1167 360 187	https://www.qndq.net/focus/239120	30000000	3
0 1360 360 187	http://blog.sina.cn/dpool/blog/s/blog_13f34722e0102yndw.html	30000000	4
0 1553 360 160	http://www.52qiming.com/qm/20170110/26997.html	30000000	5
0 1719 360 182	https://wk.baidu.com/view/e9c4ae05ba1aa8114431d91e	30010259	6
0 1907 360 182	https://m.qinxue365.com/yyxx/105480.html	30000909	7
0 2095 360 182	https://m.engpx.com/news/9726.html	30000909	8
0 2283 360 182	https://wk.baidu.com/view/b5e68523910ef12d2bf9e747?pcf=2	30010259	9
0 2511 360 209	http://ishare.iask.sina.com.cn/f/32uB8qnJILH.html	30010259	10
0 2726 360 160	https://www.zybang1.com/focus/516896	30000000	11
0 2892 360 285	http://m.spiiker.com/salon/topic_details/110681848.html	30010092	12
0 3397 360 182	http://m.spiiker.com/salon/topic_details/110727050.html	30000909	13
0 3585 360 160	http://www.tesexiu.com/wenda/question-830447.html	30000000	14
0 3751 360 187	https://www.zybang.com/question/d1de5e68992ca0f4563de591614ab030.html	30000000	15
0 3944 360 160	http://www.52qiming.com/qm/20170110/26997_2.html	30000000	16
0 4110 360 182	https://wk.baidu.com/view/d25c645cbe23482fb4da4c8f?pcf=2	30010259	17
0 4298 360 182	https://wk.baidu.com/view/f3b79cab7ed5360cba1aa8114431b90d6c8589a0	30010259	18
0 4486 360 182	https://wk.baidu.com/view/596e321514791711cc79177a?pcf=2	30010259	19

华盛顿算军事将领吗	1	18
0 102 360 184	https://www.zhihu.com/tardis/sogou/qus/334675621	30010173	0
0 292 360 491	https://m.sogou.com/web/sl?channel=zhishi&pid=sogou-waps-2c6037040bf5058a&keyword=%E5%8D%8E%E7%9B%9B%E9%A1%BF%E7%AE%97%E5%86%9B%E4%BA%8B%E5%B0%86%E9%A2%86%E5%90%97	30010125	1
0 789 360 299	https://wapv.sogou.com/v?query=%E5%8D%8E%E7%9B%9B%E9%A1%BF%E7%AE%97%E5%86%9B%E4%BA%8B%E5%B0%86%E9%A2%86%E5%90%97&p=40230600&tab=video&ie=utf8&rawQuery=%E5%8D%8E%E7%9B%9B%E9%A1%BF%E7%AE%97%E5%86%9B%E4%BA%8B%E5%B0%86%E9%A2%86%E5%90%97&vrid=11000404	11000404	2
0 1307.71875 360 203	http://m.iask.sina.com.cn/b/iRGrvbd4cXYp.html?=1&vt=4	30000201	3
0 1516.71875 360 209	https://m.thepaper.cn/newsDetail_forward_1896261	30000909	4
0 1731.71875 360 187	https://m.52lishi.com/article/61275.html	30000000	5
0 1924.71875 360 207	https://m.xuexila.com/lishi/renwu/junshijia/9373.html	30010092	6
0 2661.625 360 187	https://www.iqiyi.com/v_19rrksl060.html?vfrm=8-8-c-1	30000000	7
0 2894.625 360 209	http://www.360doc.com/content/17/0211/19/16534268_628307514.shtml	30000909	8
0 3109.625 360 187	https://www.lsxuexi.com/12/389646.html	30000000	9
0 3302.625 360 250	http://mil.news.sina.com.cn/2014-10-29/0825808083.html	30010000	10
0 3772.53125 360 209	http://mil.news.sina.com.cn/2014-10-29/1453808163.html	30000909	11
0 3987.53125 360 187	http://m.iqiyi.com/v_19rrksl060.html	30000000	12
0 4180.53125 360 176	http://m.iask.sina.com.cn/b/gVJDePIqKRu1.html?=1&vt=4	30000201	13
0 4362.53125 360 257	http://k.sina.cn/article_6432362557_17f66103d001001y9j.html?from=news&vt=4	30010302	14
0 4625.4375 360 187	https://www.iiiff.com/article/476210	30000000	15
0 4818.4375 360 257	https://3g.163.com/dy/article/F88381VR0543A5K5.html?spss=adap_pc	30010302	16
0 5081.34375 360 203	http://wenwen.sogou.com/z/q336247840.htm	30000201	17

知网查重是全网查重吗	1	21
0 102 360 330	https://m.xueshubox.com/studybad/10069.html	80020034	0
0 438 360 231	https://www.zhihu.com/tardis/sogou/qus/306309136	30010173	1
0 675 360 209	https://m.cncnki.com/xinwen/6840.html	30000909	2
0 890 360 187	https://www.cnkiok.com/4036.html	30000000	3
0 1297 360 269	http://zhinan.sogou.com/guide/detail/?id=316513367176	30010098	4
0 1572 360 299	https://wapv.sogou.com/v?query=%E7%9F%A5%E7%BD%91%E6%9F%A5%E9%87%8D%E6%98%AF%E5%85%A8%E7%BD%91%E6%9F%A5%E9%87%8D%E5%90%97&p=40230600&tab=video&ie=utf8&rawQuery=%E7%9F%A5%E7%BD%91%E6%9F%A5%E9%87%8D%E6%98%AF%E5%85%A8%E7%BD%91%E6%9F%A5%E9%87%8D%E5%90%97&vrid=11000404	11000404	5
0 1876.71875 360 209	http://mp.weixin.qq.com/s?src=11&timestamp=1623761830&ver=3132&signature=8tSTwtePktHnFZLyEywUuWWVU06NR0zBegQ*juFZHgBJkootKHwLhoA9*VHp8FNq0i3txQG8rKoRBW2clqTG0HEDm3kpYBEc108FGryqID9rLDwg-r0jZ8I4XfHmgZ9V&new=1	11002601	6
0 2091.71875 360 284	https://jingyan.baidu.com/article/a17d5285daaa398099c8f274.html	30000907	7
0 2382.203125 360 207	https://www.paperfree.cn/skill/7799.html	30010092	8
0 2595.203125 360 187	http://wenwen.sogou.com/z/q821032371.htm	30000000	9
0 2788.203125 360 187	http://www.cnkis.net/html/5798144117.html	30000000	10
0 3021.203125 360 165	https://www.cnki.cn/write/996.html	30000000	11
0 3192.203125 360 187	https://blog.csdn.net/qq_36761831/article/details/104759790	30000000	12
0 3385.203125 360 187	http://m.shangxueba.cn/j8000.html	30000000	13
0 3792.203125 360 285	http://www.cnkiedu.com/article/46.html	30010092	14
0 4083.203125 360 269	http://zhinan.sogou.com/guide/detail/?id=316513367139	30010098	15
0 4358.203125 360 284	http://zhinan.sogou.com/guide/detail/?id=316512547467	30010103	16
0 4648.40625 360 160	https://www.paperfree.cn/skill/6238.html	30000000	17
0 4814.40625 360 182	https://www.lunwengo.net/1033.html	30000909	18
0 5002.40625 360 257	https://www.jianshu.com/p/0df8fcffba22	30010302	19
0 5265.3125 360 209	https://www.douban.com/group/topic/73486250/	30000402	20

新陈代谢是什么意思简单说	1	18
0 102 360 446	https://hanyu.sogou.com/result?query=新陈代谢是什么意思简单说&mzid=70231133&grayId=	70231133	0
0 554 360 228	https://m.youlai.cn/a/video/357987.html	30010154	1
0 788 360 280	https://m.sogou.com/web/searchList.jsp?insite=zhihu.com&pid=sogou-waps-21a38ed2ee0c2c08&query=%E6%96%B0%E9%99%88%E4%BB%A3%E8%B0%A2%E6%98%AF%E4%BB%80%E4%B9%88%E6%84%8F%E6%80%9D%E7%AE%80%E5%8D%95%E8%AF%B4	30010244	2
0 1549.953125 360 187	https://3g.163.com/dy/article/E5OJU3740513EF9U.html	30000000	3
0 1742.953125 360 397	https://m.sogou.com/web/sl?channel=zhishi&pid=sogou-waps-2c6037040bf5058a&keyword=%E6%96%B0%E9%99%88%E4%BB%A3%E8%B0%A2%E6%98%AF%E4%BB%80%E4%B9%88%E6%84%8F%E6%80%9D%E7%AE%80%E5%8D%95%E8%AF%B4&g_f=11301026	30000202	4
0 2145.953125 360 187	https://www.zdic.net/hans/%E6%96%B0%E9%99%88%E4%BB%A3%E8%B0%A2	30000000	5
0 2338.953125 360 187	https://askthescientists.com/zh-hans/metabolism-overview/	30000000	6
0 2531.953125 360 206	http://mg.familydoctor.com.cn/ask/q/5628345.html	30010156	7
0 2743.953125 360 160	https://www.zybang.com/question/e87736938f12ddbaeca7a9e9ba491817.html	30000000	8
0 2949.953125 360 160	http://m.baikemy.com/kepu/70000000021819	30000000	9
0 3115.953125 360 206	https://m.120ask.com/askg/posts_detail/39163742	30010156	10
0 3327.953125 360 206	http://wapask.39.net/sogou/question/63595107.html	30010156	11
0 3753.953125 360 206	https://wapask.39.net/sg/question/59561024.html	30010156	12
0 3965.953125 360 160	http://www.ew9z.com/xinchendaixie-yisi-shishenme.html	30000000	13
0 4131.953125 360 254	https://m.youlai.cn/a/audio/5F82BCgmP8O.html	30010153	14
0 4391.953125 360 160	https://www.zhihu.com/zvideo/1248904105374162944	30000000	15
0 4557.953125 360 187	https://mchengyu.911cha.com/MmwwYw==.html	30000000	16
0 4750.953125 360 160	https://www.zybang.com/question/46fecff750ac4d3e3dd0acaad19f8889.html	30000000	17

香槟玫瑰花代表什么意思	1	21
0 102 360 430	http://m.zwboshi.com/1345.html	80020033	0
0 537.515625 360 206	https://www.zhihu.com/tardis/sogou/qus/284012819	30010173	1
0 749.515625 360 422	https://weixin.sogou.com/weixinwap?ie=utf8&query=%E9%A6%99%E6%A7%9F%E7%8E%AB%E7%91%B0%E8%8A%B1%E4%BB%A3%E8%A1%A8%E4%BB%80%E4%B9%88%E6%84%8F%E6%80%9D&type=2&sourceid=weixinvr	11002501	2
0 1177.515625 360 207	https://m.huabaike.com/jtyh/25470.html	30010092	3
0 1604.515625 360 209	http://m.hua.com/huayu/10546.html	30000909	4
0 1819.515625 360 160	https://wenda.huabaike.com/hywd/52022.html	30000000	5
0 1985.515625 360 397	https://m.sogou.com/web/sl?channel=zhishi&pid=sogou-waps-2c6037040bf5058a&keyword=%E9%A6%99%E6%A7%9F%E7%8E%AB%E7%91%B0%E8%8A%B1%E4%BB%A3%E8%A1%A8%E4%BB%80%E4%B9%88%E6%84%8F%E6%80%9D&g_f=11301026	30000202	6
0 2388.515625 360 187	https://m.tianqi.com/news/223407.html	30000000	7
0 2581.515625 360 248	https://wap.sogou.com/web/searchList.jsp?s_from=kmap_recommend&&rcer=FMhF8dDz&kmap_rank=9&keyword=%E9%BB%84%E7%8E%AB%E7%91%B0&innerid=e4238f26f938e6c384cba269c9d0f096&entityid=410534&zlfrank=9&htprequery=%E9%A6%99%E6%A7%9F%E7%8E%AB%E7%91%B0%E8%8A%B1%E4%BB%A3%E8%A1%A8%E4%BB%80%E4%B9%88%E6%84%8F%E6%80%9D	11003501	8
0 2835.921875 360 160	https://wenda.huabaike.com/hywd/3015.html	30000000	9
0 3001.921875 360 160	https://wenda.huabaike.com/hywd/7886.html	30000000	10
0 3421.875 360 257	http://zhinan.sogou.com/guide/detail?id=1610029641&qid=zn.xqy.related&ch=zn.xqy.related	30010103	11
0 3684.375 360 285	https://m.zw3e.com/395/30562.html	30010092	12
0 3975.375 360 285	https://m.51788.com/boke/id,65050.html	30010092	13
0 4480.375 360 209	https://m.hua.com/huayu/14188.html	30000909	14
0 4695.375 360 209	https://m.hua.com/huayu/12101.html	30000909	15
0 4910.375 360 187	https://m.hua.com/huayu/10846.html	30000909	16
0 5103.375 360 160	https://wenda.huabaike.com/hyyy/64971.html	30000000	17
0 5269.375 360 160	https://wenda.huabaike.com/hyyy/65788.html	30000000	18
0 5435.375 360 192	https://m.xuexila.com/baikezhishi/2524914.html	30010092	19
0 5633.375 360 187	http://blog.sina.cn/dpool/blog/s/blog_b59aa46001018wgc.html	30000909	20

网易云听歌识曲在哪里	1	21
